Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,021-51591,Пластина резьбовая 3ER20UNVTX,VARGUS,5,0,0,Пластина резьбовая
,021-51673,Пластина резьбовая 3ER28BSPTVTX,VARGUS,10,0,0,Пластина резьбовая
,021-51714,Пластина резьбовая 3ER3.0ISOVKX,VARGUS,10,30,0,Пластина резьбовая
,021-07197,Пластина резьбовая 3ER3.0ISOVRX,VARGUS,10,0,0,Пластина резьбовая
,021-51716,Пластина резьбовая 3ER3.0ISOVTX,VARGUS,0,110,0,Пластина резьбовая
,021-53892,Пластина резьбовая 3ER8ACMEVTX,VARGUS,10,0,0,Пластина резьбовая
,021-50972,Пластина резьбовая 3ERA60VM7,VARGUS,95,0,0,Пластина резьбовая
,021-50953,Пластина резьбовая 3ERAG60VTX,VARGUS,30,5,0,Пластина резьбовая
,162-00019,Пластина резьбовая 3FSER2.0ISOFST,VARGUS,0,6,0,Пластина резьбовая
,021-53514,Пластина резьбовая 3IR0.75ISOVTX,VARGUS,0,10,0,Пластина резьбовая
,021-53910,Пластина резьбовая 3IR1.0ISOVTX,VARGUS,0,30,0,Пластина резьбовая
,021-52253,Пластина резьбовая 3IR1.5ISOVTX,VARGUS,10,13,0,Пластина резьбовая
,021-52285,Пластина резьбовая 3IR10APIRDVKX,VARGUS,100,0,0,Пластина резьбовая
,021-52108,Пластина резьбовая 3IR10APIRDVTX,VARGUS,0,20,0,Пластина резьбовая
,021-53534,Пластина резьбовая 3IR11.5UNVTX,VARGUS,4,0,0,Пластина резьбовая
,021-52381,Пластина резьбовая 3IR12ABUTVTX,VARGUS,0,10,0,Пластина резьбовая
,021-01163,Пластина резьбовая 3IR14BSPTVTX,VARGUS,7,0,0,Пластина резьбовая
,021-52595,Пластина резьбовая 3IR18UNVTX,VARGUS,4,0,0,Пластина резьбовая
,021-52612,Пластина резьбовая 3IR2.0ISOVKX,VARGUS,0,10,0,Пластина резьбовая
,021-53912,Пластина резьбовая 3IR2.0ISOVTX,VARGUS,60,30,0,Пластина резьбовая
,021-52646,Пластина резьбовая 3IR20UNVTX,VARGUS,5,0,0,Пластина резьбовая
,021-52667,Пластина резьбовая 3IR24UNVTX,VARGUS,5,0,0,Пластина резьбовая
,021-52708,Пластина резьбовая 3IR3.0ISOVTX,VARGUS,0,71,0,Пластина резьбовая
,021-05666,Пластина резьбовая 3IR3.5ISOVTX,VARGUS,0,35,0,Пластина резьбовая
,021-04283,Пластина резьбовая 3IR4.0TR158/012VTX,VARGUS,5,0,0,Пластина резьбовая
,021-53858,Пластина резьбовая 3IR8APIRDVTX,VARGUS,0,20,0,Пластина резьбовая
,021-07237,Пластина резьбовая 3IR8NVAMVTX,VARGUS,0,10,0,Пластина резьбовая
,021-52837,Пластина резьбовая 3IR8STACMEVTX,VARGUS,0,5,0,Пластина резьбовая
,021-52195,Пластина резьбовая 3IRA60VTX,VARGUS,5,0,0,Пластина резьбовая
,021-52179,Пластина резьбовая 3IRAG60VTX,VARGUS,50,0,0,Пластина резьбовая
,022-00137,Пластина резьбовая 3UIR5.0TR158/011VKX,VARGUS,0,8,0,Пластина резьбовая
,022-00127,Пластина резьбовая 3UIR5.0TR158/011VTX,VARGUS,0,20,0,Пластина резьбовая
,024-00335,Пластина резьбовая 3VER0.4ISOVTX,VARGUS,7,0,0,Пластина резьбовая
,024-62236,Пластина резьбовая 3VER1.0ISOVM7,VARGUS,10,0,0,Пластина резьбовая
,024-62071,Пластина резьбовая 3VERAG60VKX,VARGUS,0,10,0,Пластина резьбовая
,030-00325,Пластина резьбовая 3XER10APIRDVKX,VARGUS,10,0,0,Пластина резьбовая
,030-00174,Пластина резьбовая 3XIR3.0ISOVKX,VARGUS,10,0,0,Пластина резьбовая
,028-00017,Пластина резьбовая 4.0KIR0.5ISOVTX,VARGUS,5,0,0,Пластина резьбовая
,027-00055,Пластина резьбовая 4ER10APIRD6T+VTX,VARGUS,2,0,0,Пластина резьбовая
,025-00070,Пластина резьбовая 4ER2.0ISO2M+VKX,VARGUS,0,12,0,Пластина резьбовая
,021-59122,Пластина резьбовая 4ER4.0ISOVTX,VARGUS,200,10,0,Пластина резьбовая
,021-02737,Пластина резьбовая 4ER4API503VKX,VARGUS,10,0,0,Пластина резьбовая
,021-05907,Пластина резьбовая 4ER6.0TRVTX,VARGUS,0,35,0,Пластина резьбовая
,021-59361,Пластина резьбовая 4ER6ACMEVTX,VARGUS,5,0,0,Пластина резьбовая
,021-59035,Пластина резьбовая 4ER6WVKX,VARGUS,0,10,0,Пластина резьбовая
,021-58562,Пластина резьбовая 4ERN60VTX,VARGUS,0,10,0,Пластина резьбовая
,021-59331,Пластина резьбовая 4IR3.5ISOVKX,VARGUS,10,0,0,Пластина резьбовая
,021-59484,Пластина резьбовая 4IR3.5ISOVTX,VARGUS,4,0,0,Пластина резьбовая
,021-59296,Пластина резьбовая 4IR4.0ISOVKX,VARGUS,0,25,0,Пластина резьбовая
,021-59313,Пластина резьбовая 4IR5.0TRVTX,VARGUS,0,14,0,Пластина резьбовая
,021-59501,Пластина резьбовая 4IR5API403VTX,VARGUS,4,0,0,Пластина резьбовая
,021-04002,Пластина резьбовая 4IR5BUT1VKX,VARGUS,10,0,0,Пластина резьбовая
,021-59132,Пластина резьбовая 4IR5BUT1VTX,VARGUS,10,0,0,Пластина резьбовая
,021-05800,Пластина резьбовая 4IR6.0TRVKX,VARGUS,0,10,0,Пластина резьбовая
,021-05839,Пластина резьбовая 4IR6.0TRVTX,VARGUS,0,10,0,Пластина резьбовая
,025-00273,Пластина резьбовая 4IR8APIRD2M+VTX,VARGUS,12,0,0,Пластина резьбовая
,022-00038,Пластина резьбовая 4UE6.0TRVTX,VARGUS,5,0,0,Пластина резьбовая
,030-00155,Пластина резьбовая 4XER4.5ISOVKX,VARGUS,15,0,0,Пластина резьбовая
,030-00321,Пластина резьбовая 4XER5BUT75VKX,VARGUS,10,0,0,Пластина резьбовая
,028-00233,Пластина резьбовая 5.0KILA60VTX,VARGUS,10,0,0,Пластина резьбовая
,025-00113,Пластина резьбовая 5ER10APIRD3M+VTX,VARGUS,5,0,0,Пластина резьбовая
,033-01586,Пластина резьбовая 5ER10APIRD3M+VTX150/193,VARGUS,9,0,0,Пластина резьбовая
,021-59339,Пластина резьбовая 5ER3STACMEVTX,VARGUS,5,0,0,Пластина резьбовая
,021-59115,Пластина резьбовая 5ER4API383VTX,VARGUS,5,0,0,Пластина резьбовая
,021-05604,Пластина резьбовая 5ER5API403VKX,VARGUS,10,0,0,Пластина резьбовая
,021-59478,Пластина резьбовая 5IR3STACMEVTX,VARGUS,5,0,0,Пластина резьбовая
,023-00021,Пластина резьбовая 5VEL7.0TRVTX,VARGUS,0,5,0,Пластина резьбовая
,023-63388,Пластина резьбовая 5VER2STACMEVTX,VARGUS,0,2,0,Пластина резьбовая
,023-63378,Пластина резьбовая 5VIR2STACMEVTX,VARGUS,0,5,0,Пластина резьбовая
,028-00389,Пластина резьбовая 6.0KIR1.25ISOVTX,VARGUS,8,0,0,Пластина резьбовая
,028-00415,Пластина резьбовая 6.0KIR2.0TRVTX,VARGUS,0,5,0,Пластина резьбовая
,037-00020,Пластина резьбовая V08TH1.0ISORVBX,VARGUS,10,0,0,Пластина резьбовая
,037-00004,Пластина резьбовая V08THH60RVBX,VARGUS,5,0,0,Пластина резьбовая
,037-00005,Пластина резьбовая V08THI60RVBX,VARGUS,5,0,0,Пластина резьбовая
,037-00006,Пластина резьбовая V08THJ60RVBX,VARGUS,3,0,0,Пластина резьбовая
,037-00007,Пластина резьбовая V11THH60RVBX,VARGUS,5,0,0,Пластина резьбовая
,130-00002,Пластина резьбовая VGD3.0A60RH VPG,VARGUS,10,0,0,Пластина резьбовая
,101-00010,Резьбофреза твёрдосплавная H10099L24-I1.0ISOTMVTH,VARGUS,1,0,0,Резьбофреза монолитная
,104-00154,Резьбофреза твёрдосплавная HC10099L14-EI18NPTFTMVTH,VARGUS,1,0,0,Резьбофреза монолитная
,104-00147,Резьбофреза твёрдосплавная HC16142L19-EI14NPT-TMVTH,VARGUS,0,2,0,Резьбофреза монолитная
,104-00047,Резьбофреза твёрдосплавная HC18171L41-I2.50ISOTMVTH,VARGUS,0,2,0,Резьбофреза монолитная
,104-00055,Резьбофреза твёрдосплавная HC20199L49-I3.00ISOTMVTH,VARGUS,0,5,0,Резьбофреза монолитная
,100-00097,Резьбофреза твёрдосплавная S08079-EI19BSPT-TM3VTS,VARGUS,1,0,0,Резьбофреза монолитная
,A000250704A1AH0,Метчик M 2,5X0,45 P 70 HSSZ TiH1,Vergnano,1,0,0,Режущий метчик
,A000400222A1AD0,Метчик M 4x0,7 A 22 FC HSSE TIN,Vergnano,0,2,0,Режущий метчик
,A000500802A1AD0,Метчик-раскатник M 5x0,8 A 80 TIN,Vergnano,4,0,0,Метчик-раскатник
,A000600702B1AB0,Метчик M 6x1 A 70 S VA,Vergnano,0,10,0,Режущий метчик
,A000600702B1BD0,Метчик M 6x1 A 70 S 4H-5H TIN,Vergnano,0,3,0,Режущий метчик
,A000600704A1AH0,Метчик M 6x1 P 70 HSSZ TiH1,Vergnano,0,10,0,Режущий метчик
,A000800702B1AB0,Метчик M 8x1,25 A 70 S VA,Vergnano,0,11,0,Режущий метчик
,A001200011A3AA0,Метчик ручной чистовой M 12x1,75 FIN III - A 1,Vergnano,2,0,0,Метчик
,A001400011A3AA0,Метчик ручной чистовой M 14x2 FIN III - A 1,Vergnano,3,0,0,Метчик
,A001600011A3AA0,Метчик ручной чистовой M 16x2 FIN III - A 1,Vergnano,3,0,0,Метчик
,A001600432A1AC0,Метчик M 16x2 A 43 FC HSSE NITR,Vergnano,3,0,0,Режущий метчик
,A001600702B1AB0,Метчик M 16x2 A 70 S VA,Vergnano,0,7,0,Режущий метчик
,A001800011A3AA0,Метчик ручной чистовой M 18x2,5 FIN III - A 1,Vergnano,3,0,0,Метчик
,A002000702B1AB0,Метчик M 20x2,5 A 70 S VA,Vergnano,0,16,0,Режущий метчик
,A002400011A2AA0,Метчик ручной промежуточный M 24x3 INT II - A 1,Vergnano,3,0,0,Метчик
,A002400702B1AB0,Метчик M 24x3 A 70 S VA,Vergnano,0,1,0,Режущий метчик
,A002700702B1AA0,Метчик M 27x3 A 70 S HSSE ,Vergnano,1,0,0,Режущий метчик
,A002700702B1AB0,Метчик M 27x3 A 70 S VA,Vergnano,0,3,0,Режущий метчик
,A101000232C2AA0,Метчик M 10x1 A 23 FP LH HSSE,Vergnano,1,0,0,Режущий метчик
,A141250021A3AA0,Метчик ручной чистовой M 14x1,25 FIN II - A 2,Vergnano,2,0,0,Метчик
,A141500021A3AA0,Метчик ручной чистовой M 14x1,5 FIN II - A 2,Vergnano,2,0,0,Метчик
,A161500021A3AA0,Метчик ручной чистовой M 16x1,5 FIN II - A 2,Vergnano,2,0,0,Метчик
,A181500021A3AA0,Метчик ручной чистовой M 18x1,5 FIN II - A 2,Vergnano,2,0,0,Метчик
,A201500712B1AB0,Метчик M 20x1,5 A 71 S VA,Vergnano,0,7,0,Режущий метчик
,A363000021A1AA0,Метчик ручной черновой M 36x3 SGROS I - A 2,Vergnano,1,0,0,Метчик
,A363000021A3AA0,Метчик ручной чистовой M 36x3 FIN II - A 2,Vergnano,1,0,0,Метчик
,AGP1120051A3LA0,Метчик ручной чистовой 1-1/2' GAS FIN II - A 5,Vergnano,1,0,0,Метчик
,AHP1140272A1MA0,Метчик 1'1/4-7 UNC A 27 FC 2B HSSE,Vergnano,2,0,0,Режущий метчик
,AZ01800062H1LA0,Метчик 1/8 NPT A 6 BIS HSSE,Vergnano,0,2,0,Режущий метчик
,AZ03800062H1LA0,Метчик 3/8 NPT - A 6 BIS HSSE,Vergnano,0,4,0,Режущий метчик
,AZ03800062H1QA0,Метчик 3/8 NPT INTERC. A6 BZ HSSE,Vergnano,0,2,0,Режущий метчик
,M.03.03.01,Блок для отрезных лезвий ALBU-25-32 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,Y.30.01.01.03,Прижим ATK-03-B (AKKO),AKKO,4,0,0,Запчасть
,M.01.01.05.24.06,Державка CRDCL 3225 P12CV (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.05.21.06,Державка CRDCN 2525 M06CV (AKKO),AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.05.21.01,Державка CRDCN 3225 P06CV (AKKO),AKKO,0,1,1,Корпус резца со сменными пластинами
,M.01.01.05.21.03,Державка CRDCN 3225 P12CV (AKKO),AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.05.21.07,Державка CRDCN 4040 S06CV,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.05.21.09,Державка CRDCN 4040 S12CV (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.05.24.05,Державка CRDCR 3225 P12CV (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.04.24.08,Державка PCBNL 4040 S25C (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.04.23.02,Державка PCBNR 2525 M12C (AKKO),AKKO,0,2,0,Корпус резца со сменными пластинами
,M.01.01.04.01.06,Державка PCLNR 3232 P16C,AKKO,3,0,0,Корпус резца со сменными пластинами
,3600136,Державка PSDNN 1616 H09,TaeguTec,1,0,0,Корпус резца со сменными пластинами
,M.11.02.29,Черновая двухрезцовая расточная головка ABHR-D90x120-W40-L300-CC12,AKKO,0,1,0,Расточная головка
,M.29.18,Корпус долбяка с СМП ABT-B41-D22-Y25-L125-I070,AKKO,0,1,0,Корпус долбяка
,M.06.05.02.02,Корпус фрезы-зенковки ACM45-SP1104-D25x39-W25-L150-Z02,AKKO,0,1,0,Фреза-зенковка
,M.01.01.03.36.08,Державка SCACR 0808 E06 (AKKO),AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.03.36.02,Державка SCACR 1212 F09 (AKKO),AKKO,6,0,0,Корпус резца со сменными пластинами
,M.01.01.03.36.18,Державка SCACR 1212 K06-S (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.03.15.06,Державка SDHCL 3232 P11 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.03.14.05,Державка SDHCR 2525 M11,AKKO,5,0,0,Корпус резца со сменными пластинами
,3605282,Державка SDNCN 1212 F07,TaeguTec,8,0,0,Корпус резца со сменными пластинами
,M.01.01.03.47.04,Державка STCCN 2525 P16,AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.03.47.02,Державка STCCN 2525 P22,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.01.32.03,Державка TCKNR 2525 M12 (AKKO),AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.01.01.09.05,Державка TCMNN 3232 P16 (AKKO),AKKO,5,0,0,Корпус резца со сменными пластинами
,M.01.01.01.38.04,Державка TDHNL 3232 P15 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.02.07,Державка TDJNL 3232 P15,AKKO,0,3,0,Корпус резца со сменными пластинами
,M.01.01.01.03.03,Державка TDNNN 2525 M11 (AKKO),AKKO,4,0,0,Корпус резца со сменными пластинами
,M.01.01.01.20.04,Державка TSSNL 2525 M15 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.20.03,Державка TSSNL 3232 P12 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.20.05,Державка TSSNL 3232 P15 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.01.01.19.05,Державка TSSNR 3232 P15 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.10.01,Державка TTENN 2020 K16 (AKKO),AKKO,3,0,0,Корпус резца со сменными пластинами
,M.01.01.01.10.02,Державка TTENN 2525 M16 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.01.01.23.02,Державка TTGNL 2525 M22 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.01.01.27.02,Державка TTGNR 2525 M22 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.01.01.27.04,Державка TTGNR 3232 P22 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.05.01.05,Сверло-резец AEKR-D2.25X12 XC.. 060204,AKKO,0,1,0,Сверло-резец
,M.06.01.24.04,Корпус фрезы AEM90-3P1004-D20-W20-L150-Z02 (AKKO),AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.06.01.24.05,Корпус фрезы с СМП AEM90-3P1004-D21-C20-L200-Z02,AKKO,2,0,0,Корпус фрезы со сменными пластинами
,M.06.01.39.02,Корпус фрезы AEM90-AP1135A-D20-C20-L150-Z03 (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.06.01.15.47,Корпус фрезы с СМП AEM90-AP1135-D20-W20-L150-Z03,AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.06.01.01.84,Корпус фрезы с СМП AEM90-AP1705-D26-C25-L200-Z02,AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.06.01.01.86,Корпус фрезы AEM90-AP1705-D32-C25-L150-Z03 (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.06.10.23,Корпус фрезы с СМП AEM90-R390.18-D32-C32-L150-Z03 (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.10.02.02,Втулка-эксцентрик AET-2532 (AKKO),AKKO,1,0,0,Втулки и адаптеры
,M.06.02.14.02,Корпус фрезы AFM43-OD0504-D050-A22-Z05-H (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.06.02.36.03,Корпус фрезы AFM45-HN0905-D080-A27-Z07-H (AKKO),AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.06.02.65.02,Корпус фрезы AFM90-3P1004-D040-A16-Z05-H (AKKO),AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.06.02.05.34,Корпус фрезы AFM90-AP1705-D050-A22-Z05-H (AKKO),AKKO,0,0,1,Корпус фрезы со сменными пластинами
,M.06.02.05.37,Корпус фрезы AFM90-AP1705-D080-A27-Z07-H (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.06.02.05.38,Корпус фрезы AFM90-AP1705-D100-A32-Z08-H (AKKO),AKKO,0,2,0,Корпус фрезы со сменными пластинами
,M.06.02.58.03,Корпус фрезы с СМП AFM90S-SD1204-D080-A27-Z06-H,AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.06.02.07.31,Корпус фрезы AFMRC-RD1604-D125-B40-Z07 (AKKO),AKKO,1,0,0,Корпус фрезы со сменными пластинами
,M.14.15,Корпус фрезы AHM45-AP16-D35x77-A27-Z0306-H (AKKO),AKKO,0,1,0,Корпус фрезы со сменными пластинами
,M.01.01.01.11.07,Державка TTJNR 3232 P22 (AKKO),AKKO,5,0,0,Корпус резца со сменными пластинами
,M.01.01.01.05.02,Державка TWLNL 2020 K06,AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.05.05,Державка TWLNL 2525 M08,AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.01.01.04.05,Державка TWLNR 2525 M08 (AKKO),AKKO,2,0,5,Корпус резца со сменными пластинами
,M.03.01.21.09,Державка канавочная AAKT-ZCC2-R-2525-100-150-4-T22,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.06.03.01.09,Корпус дисковой фрезы ASDM-CC06-D160x10-d40-Z16 (AKKO),AKKO,1,0,0,Дисковая фреза
,M.06.13.06,Корпус резьбофрезы ATM-C14-D14-W20-L100-Z01-H (AKKO),AKKO,0,1,0,Корпус резьбофрезы
,M.06.13.02,Корпус резьбофрезы ATM-C21-D28-W25-L90-Z01-H,AKKO,0,1,0,Корпус резьбофрезы
,M.06.13.08,Корпус резьбофрезы ATM-C30-D29-W25-L150-Z01-H,AKKO,0,1,0,Корпус резьбофрезы
,M.06.04.01.18,Корпус дисковой фрезы ATSM90-CC06-D25X11-W25-L100-Z04 (AKKO),AKKO,0,1,0,Дисковая фреза
,M.04.10.01.40,Корпус сверла ATUM 14.5XD2 SP.. 050204 (AKKO),AKKO,2,0,0,Корпус сверла
,M.04.10.01.06,Корпус сверла ATUM 26XD2 SP.. 07T308 (AKKO),AKKO,1,0,0,Корпус сверла
,M.04.10.02.07,Корпус сверла ATUM 33XD3 SP.. 090408,AKKO,0,1,0,Корпус сверла
,M.04.01.02.49,Корпус сверла ATUM 50XD3 WCM. 080412,AKKO,0,1,0,Корпус сверла
,M.03.01.17.32,Державка канавочная ADKT-TD-L-2020-2-T15 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.03.01.17.12,Державка канавочная ADKT-TD-L-2525-3-T22 (AKKO),AKKO,8,0,0,Корпус резца со сменными пластинами
,M.03.01.17.03,Державка канавочная ADKT-TD-R-2525-3-T22 (AKKO),AKKO,3,0,0,Корпус резца со сменными пластинами
,M.03.01.17.26,Державка канавочная ADKT-TD-R-2525-4-T22 (AKKO),AKKO,4,0,0,Корпус резца со сменными пластинами
,M.03.01.17.51,Державка канавочная ADKT-TD-R-2525-4-T25 (AKKO),AKKO,0,1,0,Корпус резца со сменными пластинами
,M.03.01.17.49,Державка канавочная ADKT-TD-R-3232-3-T25,AKKO,0,2,0,Корпус резца со сменными пластинами
,M.03.01.09.59,Державка канавочная ADKT-ZCC2-L-3232-5-T25,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.03.01.09.07,Державка канавочная ADKT-ZCC2-R-2525-4-T22,AKKO,0,2,0,Корпус резца со сменными пластинами
,M.03.02.09.46,Державка канавочная AIKT-I-L-25-3-T6,AKKO,4,0,0,Корпус резца со сменными пластинами
,M.03.02.01.39,Державка канавочная AIKT-K-R-40-4-T12,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.03.02.08.04,Державка канавочная AIKT-TD-R-20-3-T6-H,AKKO,1,0,0,Корпус резца со сменными пластинами
,M.03.02.08.06,Державка канавочная AIKT-TD-R-32-3-T5-H (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.02.03.09.12,Державка расточная A16M SCLCR 09,AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.02.04.01.06,Державка расточная A32S PCLNR 12C,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.02.01.09.12,Державка расточная A40T TWLNR 08 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.02.04.01.18,Державка расточная A50U PCLNR 16C,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.02.03.09.60,Державка расточная E20S SCLCR 09,AKKO,0,1,0,Корпус резца со сменными пластинами
,M.01.02.03.10.28,Державка расточная S12K SCLCL 09,AKKO,2,0,0,Корпус резца со сменными пластинами
,M.01.02.03.47.03,Державка расточная S16P STUPR 1103 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.02.03.16.04,Державка расточная S25S SVQBL 16 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.02.01.01.03,Державка расточная S25S TCLNR 12 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.02.01.10.05,Державка расточная S25S TWLNL 08,AKKO,0,2,0,Корпус резца со сменными пластинами
,M.01.02.01.09.05,Державка расточная S25S TWLNR 08 (AKKO),AKKO,3,1,0,Корпус резца со сменными пластинами
,M.01.02.04.01.02,Державка расточная S32T PCLNR 12C (AKKO),AKKO,0,0,1,Корпус резца со сменными пластинами
,M.01.02.03.19.09,Державка расточная S32T SSSCR 12 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.01.02.01.13.02,Державка расточная S40U TTUNR 22 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.02.01.02.16,Державка резьбовая TEL 2525 M16,AKKO,0,1,2,Корпус резца со сменными пластинами
,M.02.01.01.17,Державка резьбовая TER 2525 M16 (AKKO),AKKO,1,1,5,Корпус резца со сменными пластинами
,M.02.01.01.20,Державка резьбовая TER 3232 P16 (AKKO),AKKO,0,1,2,Корпус резца со сменными пластинами
,M.02.01.01.25,Державка резьбовая TER 3232 P27 (AKKO),AKKO,5,1,0,Корпус резца со сменными пластинами
,M.02.02.01.45,Державка резьбовая TIR A25R 16 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,M.02.02.01.46,Державка резьбовая TIR A32S 16 (AKKO),AKKO,2,0,0,Корпус резца со сменными пластинами
,M.02.02.01.36,Державка резьбовая TIR S40T 27 (AKKO),AKKO,1,1,0,Корпус резца со сменными пластинами
,M.01.02.06.02.01.007,Картридж ATTC-A40 TCLNR 12,AKKO,1,0,0,Корпус резца со сменными пластинами
,M.07.29.02,Картридж SCFCL 08CA 06,AKKO,0,3,0,Корпус резца со сменными пластинами
,M.07.28.01,Картридж SCFCR 10CA 09,AKKO,0,20,0,Корпус резца со сменными пластинами
,M.03.04.10.02,Лезвие для отрезки AKL-TD-32-3 (AKKO),AKKO,1,0,0,Корпус резца со сменными пластинами
,Y.08.00.07,Винт 1008-M2.5X7,AKKO,20,0,0,Запчасть
,Y.08.00.09,Винт 1008-M3X8 (AKKO),AKKO,50,0,0,Запчасть
,Y.08.00.17,Винт 1020-M5X11 (AKKO),AKKO,2,0,0,Запчасть
,Y.08.00.64,Винт 1020-M5X14 (AKKO),AKKO,0,0,10,Запчасть
,Y.08.00.74,Винт 1108-M2.5X6 (AKKO) = TS 25C065I/HG,AKKO,10,0,0,Запчасть
,Y.08.00.61,Винт 1315-M4X11 (AKKO),AKKO,20,0,0,Запчасть
,Y.08.00.65,Винт 1510-M3.5x7 (AKKO),AKKO,2,0,0,Запчасть
,Y.12.06,Болт 2004-M8X1X20 (AKKO),AKKO,1,0,0,Запчасть
,Y.12.01,Болт 2503-M4X10,AKKO,0,5,0,Запчасть
,Y.12.07,Болт 2504-M5X12 (AKKO),AKKO,10,0,0,Запчасть
,Y.12.02,Болт 2504-M5X16 (AKKO),AKKO,15,0,0,Запчасть
,Y.12.05,Болт 2505-M6x20 (AKKO),AKKO,51,0,0,Запчасть
,Y.12.08,Болт 2525-M3X14 (AKKO),AKKO,7,0,0,Запчасть
,Y.08.01.15,Винт 3008-M3X6 (AKKO),AKKO,5,0,0,Запчасть
,Y.08.00.66,Винт 4008-M2.5X4.5 (AKKO),AKKO,7,0,0,Запчасть
,Y.08.00.54,Винт 4010-M3X8 TORX SCREW,AKKO,0,0,10,Запчасть
,Y.08.00.52,Винт 4015-M3.5X14 (AKKO),AKKO,7,10,12,Запчасть
,Y.08.00.34,Винт 4015-M3.5X8 (AKKO),AKKO,7,0,0,Запчасть
,Y.08.00.20,Винт 4015-M3.5X9 (AKKO),AKKO,0,1,0,Запчасть
,Y.08.00.90,Винт 4015-M4X11 (AKKO),AKKO,0,0,10,Запчасть
,Y.08.00.46,Винт 4020-M4.5X12 TORX SCREW,AKKO,0,0,10,Запчасть
,Y.08.01.12,Винт 4108-M2.5x8 TORX SCREW,AKKO,0,0,10,Запчасть
,Y.14.09,Ключ 80-T20 (AKKO),AKKO,9,0,0,Ключ
,Y.14.13,Ключ 81-T15,AKKO,13,0,0,Ключ
,Y.01.08,Опорная пластина AACN-2-0001 (AKKO),AKKO,10,0,0,Запчасть
,Y.01.10,Опорная пластина AACN-3-0001 (AKKO),AKKO,30,0,0,Запчасть
,Y.01.11,Опорная пластина AACN-3-0002 (AKKO),AKKO,15,0,0,Запчасть
,Y.01.28,Опорная пластина AADN-2-0001,AKKO,0,0,5,Запчасть
,Y.01.29,Опорная пластина AADN-2-0003,AKKO,3,0,0,Запчасть
,Y.01.40,Опорная пластина AADN-SD317,AKKO,5,0,0,Запчасть
