Артикул,Наименование,Производитель,Свободно,В резерве,Ожидается,Тип
,6311894,Пластина резьбовая 11IL A   55   TT9030,TaeguTec,0,25,0,Пластина резьбовая
,5921988,Пластина резьбовая 16ER 11 BSPT   TT9030,TaeguTec,10,0,0,Пластина резьбовая
,5920053,Пластина резьбовая 16ERM 2.00 ISO   TT9030,TaeguTec,0,10,0,Пластина резьбовая
,5921998,Пластина резьбовая 22EL  5  TR        TT9030,TaeguTec,0,20,0,Пластина резьбовая
,6402533,Пластина резьбовая TQS 27-1.50-0.20  TT9080,TaeguTec,3,0,0,Пластина резьбовая
,6402534,Пластина резьбовая TQS 27-2.00-0.20  TT9080,TaeguTec,3,0,0,Пластина резьбовая
,6308474,Корпус фрезы 14D-F45XNW 14100-32R-09,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,6165592,Корпус фрезы 2P-TE90-213-12-05-L110,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3108905,Корпус концевой фрезы 2S-TE90AP 216-16-09-L,TaeguTec,0,3,0,Корпус фрезы со сменными пластинами
,3110298,Корпус концевой фрезы 2S-TE90AP 322-W20-09-C,TaeguTec,0,1,0,Корпус фрезы со сменными пластинами
,6313250,Корпус фрезы 2S-TE90CV-106-06-05,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,6313253,Корпус фрезы 2S-TE90CV-412-12-05,TaeguTec,0,1,0,Корпус фрезы со сменными пластинами
,3112479,Корпус концевой фрезы 3P TE90-325-24-10-L210,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,6314190,Корпус кукурузной фрезы 4S-TEF-D40-60-W32-11V-3F,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3110900,Корпус торцевой фрезы 6N TF90-550-22R-09,TaeguTec,0,1,0,Корпус фрезы со сменными пластинами
,6859159,Хвостовик для фрезерных головок MXSSD12L130S08-C,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3112057,Хвостовик для фрезерных головок S M08-CT16-180-L250,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3104184,Корпус фрезы SCRM90TP 8125-40R-22,TaeguTec,2,0,0,Корпус фрезы со сменными пластинами
,3107420,Корпус концевой фрезы TE90AN 225-W25-11,TaeguTec,2,0,0,Корпус фрезы со сменными пластинами
,3102360,Корпус фрезы TE90AP 232-M16-17,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3103024,Корпус фрезы TE90AP 332-M16-17,TaeguTec,4,0,0,Корпус фрезы со сменными пластинами
,6162358,Корпус кукурузной фрезы TEF D25-34-W25-AP12,TaeguTec,0,1,0,Корпус фрезы со сменными пластинами
,3102792,Корпус торцевой фрезы TFM75AP 580-27R-17,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3111666,Корпус фрезы TFM75SN 12160-40R-13,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,6307987,Корпус фрезы TFMPT 450-22R-10,TaeguTec,0,1,0,Корпус фрезы со сменными пластинами
,3113156,Корпус фрезы TFMRNS 7125-40R-16,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3104120,Корпус фрезы TFMRX 6100-32R-20,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3112563,Корпус фрезы TNF 160-16L,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,3110144,Корпус фрезы TNFR 080-12M,TaeguTec,1,0,0,Корпус фрезы со сменными пластинами
,5614277,Пластина фрезерная 3PKT 100404R-M   TT9080,TaeguTec,0,30,0,Пластина для фрез
,5613484,Пластина фрезерная 3PKT 150508R-M   TT9080,TaeguTec,0,320,0,Пластина для фрез
,5613489,Пластина фрезерная 3PKT 190608R-M   TT9080,TaeguTec,0,110,0,Пластина для фрез
,6186731,Пластина фрезерная 4NKT 040208R-M   TT8080,TaeguTec,0,20,0,Пластина для фрез
,6144199,Пластина фрезерная 4NKT 060308R-ML  TT3540,TaeguTec,4,0,0,Пластина для фрез
,6154142,Пластина фрезерная 4NKT 060316R-ML  TT8080,TaeguTec,1,0,0,Пластина для фрез
,6312359,Пластина 4WHU 1207-ML       TT9080,TaeguTec,0,40,0,Пластина для фрез
,5614915,Пластина фрезерная 6NGU 090508R-M   TT7080,TaeguTec,0,30,0,Пластина для фрез
,5614918,Пластина фрезерная 6NGU 090508R-M   TT9080,TaeguTec,10,0,0,Пластина для фрез
,6131243,Пластина фрезерная ANHX 160708R-M   TT2510,TaeguTec,5,0,0,Пластина для фрез
,5613582,Пластина фрезерная ANHX 160708R-M   TT6080,TaeguTec,0,17,0,Пластина для фрез
,5615289,Пластина фрезерная ANHX 160708R-M   TT8080,TaeguTec,0,30,0,Пластина для фрез
,5612297,Пластина фрезерная ANHX 160708R-M   TT9030,TaeguTec,0,10,0,Пластина для фрез
,5612097,Пластина фрезерная ANHX 160708R-ML  TT8080,TaeguTec,24,0,0,Пластина для фрез
,5614662,Пластина фрезерная APCT 09T3 PER-AL  K10,TaeguTec,0,30,0,Пластина для фрез
,5613495,Пластина фрезерная APKT 09T3 PER-EM  TT9080,TaeguTec,0,140,10,Пластина для фрез
,5609705,Пластина фрезерная APKT 1204 PER-EM  TT9030,TaeguTec,50,0,0,Пластина для фрез
,5611255,Пластина фрезерная APKT 1204 PER-EM  TT9080,TaeguTec,0,80,0,Пластина для фрез
,5616076,Пластина фрезерная APKT 1204 PER-SM  TT9080,TaeguTec,0,20,0,Пластина для фрез
,5616838,Пластина фрезерная APKT 1204 PER-SML TT9080,TaeguTec,0,10,0,Пластина для фрез
,6196958,Пластина фрезерная APKT 1604-REM   TT9080,TaeguTec,10,10,0,Пластина для фрез
,5613587,Пластина фрезерная APKT 1705 PER-EM  TT6080,TaeguTec,0,70,0,Пластина для фрез
,5611145,Пластина фрезерная APKT 1705 PER-EM  TT9080,TaeguTec,0,1 015,0,Пластина для фрез
,5613593,Пластина фрезерная APKT 170548R-EM  TT6080,TaeguTec,0,12,0,Пластина для фрез
,6104909,Пластина фрезерная APKT 1706 PER-EM  TT9080,TaeguTec,0,20,0,Пластина для фрез
,5613043,Пластина фрезерная AXCT 060208R-AL  K10,TaeguTec,8,0,0,Пластина для фрез
,5610206,Пластина фрезерная AXMT 0602 PER-EM  TT9030,TaeguTec,5,0,0,Пластина для фрез
,5610726,Пластина фрезерная AXMT 060216R-EM  TT9030,TaeguTec,0,20,0,Пластина для фрез
,5615301,Пластина фрезерная AXMT 0602R-HF   TT8080,TaeguTec,20,0,0,Пластина для фрез
,5616367,Пластина фрезерная BLMP 0603R-ML   TT9540,TaeguTec,4,0,0,Пластина для фрез
,5616091,Пластина фрезерная BLMP 0904R-M    TT9080,TaeguTec,10,0,0,Пластина для фрез
,5616594,Пластина фрезерная BLMP 0904R-ML   TT9080,TaeguTec,40,0,0,Пластина для фрез
,6126013,Пластина фрезерная BLMP 1306R-M    TT9080,TaeguTec,0,50,0,Пластина для фрез
,6314082,Пластина фрезерная CVKT 0502R-HF   TT9080,TaeguTec,0,30,0,Пластина для фрез
,6178750,Пластина фрезерная HNCF 100510-MR   TT7515,TaeguTec,10,0,0,Пластина для фрез
,5701595,Пластина керамическая HNEN 100510 T   AS10,TaeguTec,386,0,0,Пластина для фрез
,5610582,Пластина фрезерная HNMX 050410-MM   TT9030,TaeguTec,13,0,0,Пластина для фрез
,6304906,Пластина фрезерная LPKU 090404 PNR-M TT9080,TaeguTec,0,30,0,Пластина для фрез
,6111688,Пластина фрезерная NFB 100-SM     TT5525,TaeguTec,3,10,0,Пластина для фрез
,6111691,Пластина фрезерная NFB 120-FM     TT5525,TaeguTec,27,0,0,Пластина для фрез
,6111694,Пластина фрезерная NFB 120-SM     TT5515,TaeguTec,0,15,0,Пластина для фрез
,6111704,Пластина фрезерная NFB 200-FM     TT5525,TaeguTec,0,2,0,Пластина для фрез
,6111736,Пластина фрезерная NFR 080A-R05    TT5525,TaeguTec,0,2,0,Пластина для фрез
,6111771,Пластина фрезерная NFR 120A-R10    TT5525,TaeguTec,0,2,0,Пластина для фрез
,6123510,Пластина фрезерная NFR 200A-R30    TT5525,TaeguTec,0,2,0,Пластина для фрез
,6308003,Пластина PTKU 1006R-M    TT9080,TaeguTec,0,6,0,Пластина для фрез
,5611102,Пластина фрезерная RBEX 40-M     TT9080,TaeguTec,0,30,0,Пластина для фрез
,5613633,Пластина фрезерная RBEX 50-M     TT6080,TaeguTec,10,0,0,Пластина для фрез
,5616427,Пластина фрезерная RNMU 1606S-M    TT9080,TaeguTec,10,0,0,Пластина для фрез
,5701809,Пластина керамическая RPGX 1204 CH    AS20,TaeguTec,7,0,0,Пластина для фрез
,5611132,Пластина фрезерная RXMX 1604-M    TT9080,TaeguTec,30,0,0,Пластина для фрез
,5614107,Пластина фрезерная RYHX 1004-AL    K10,TaeguTec,6,0,0,Пластина для фрез
,5614108,Пластина фрезерная RYHX 1205-AL    K10,TaeguTec,10,0,0,Пластина для фрез
,5615953,Пластина фрезерная RYMX 1004-MM    TT8080,TaeguTec,0,10,0,Пластина для фрез
,5614613,Пластина фрезерная RYMX 1205-M    TT6080,TaeguTec,0,20,0,Пластина для фрез
,6121005,Пластина фрезерная RYMX 1606-7MM   TT9080,TaeguTec,0,2,0,Пластина для фрез
,5612475,Пластина фрезерная RYMX 1606-M    TT9080,TaeguTec,0,4,0,Пластина для фрез
,6120998,Пластина фрезерная RYMX 1606-MM    TT8080,TaeguTec,0,2,0,Пластина для фрез
,6106764,Пластина фрезерная RYMX 2007-M    TT6080,TaeguTec,10,0,0,Пластина для фрез
,5614619,Пластина фрезерная RYMX 2007-M    TT7080,TaeguTec,0,10,0,Пластина для фрез
,6126871,Пластина фрезерная RYMX 2007-MR    TT2510,TaeguTec,4,0,0,Пластина для фрез
,6139652,Пластина фрезерная SBMT 130625R-ML  TT8080,TaeguTec,20,0,0,Пластина для фрез
,5609522,Пластина фрезерная SEKT 12T3 AFTN-M  TT9030,TaeguTec,10,0,0,Пластина для фрез
,5615399,Пластина фрезерная SEKT 12T3 AFTN-M  TT9080,TaeguTec,0,30,0,Пластина для фрез
,5615777,Пластина фрезерная SEKT 12T3 AFTR-WC TT7080,TaeguTec,55,0,0,Пластина для фрез
,5615913,Пластина фрезерная SLOT 018-04    TT9080,TaeguTec,0,1,0,Пластина для фрез
,5615918,Пластина фрезерная SLOT 028-04    TT8080,TaeguTec,20,0,0,Пластина для фрез
,5614713,Пластина фрезерная SNGX 1306 ANTN-M  TT9080,TaeguTec,0,1,0,Пластина для фрез
,5616560,Пластина фрезерная SNGX 1306 ANTN-ML TT9080,TaeguTec,2,0,0,Пластина для фрез
,5612782,Пластина фрезерная SNHX 1606 ANN-MM  TT7080,TaeguTec,6,0,0,Пластина для фрез
,5614729,Пластина фрезерная SNMX 1306 ENTN-M  TT9080,TaeguTec,5,0,0,Пластина для фрез
,5613665,Пластина фрезерная SNMX 1607 ANTN-M  TT6080,TaeguTec,10,0,0,Пластина для фрез
,5608835,Пластина фрезерная SPKR 1203 EDR-EM  TT8020,TaeguTec,8,0,0,Пластина для фрез
,5613687,Пластина фрезерная SPMT 110408-EM   TT6080,TaeguTec,10,0,0,Пластина для фрез
,5611114,Пластина фрезерная SPMT 120408 RBE  TT9080,TaeguTec,0,10,0,Пластина для фрез
,5611278,Пластина фрезерная TNGX 2207 PNTN   TT7080,TaeguTec,4,0,0,Пластина для фрез
,5611279,Пластина фрезерная TNGX 2207 PNTN   TT9080,TaeguTec,2,0,0,Пластина для фрез
,5615019,Пластина фрезерная XNHU 0906 ANTN-MM TT9080,TaeguTec,5,0,0,Пластина для фрез
,5616171,Пластина фрезерная XNMU 0605 ANR-M  TT9080,TaeguTec,0,80,0,Пластина для фрез
,6130064,Пластина фрезерная XNMU 0906 ANTN-ML TT9080,TaeguTec,0,50,0,Пластина для фрез
,5615432,Пластина фрезерная ZNHT 028-08    TT9080,TaeguTec,0,20,0,Пластина для фрез
,5612659,Пластина фрезерная ZNHU 080-08    TT9080,TaeguTec,0,30,0,Пластина для фрез
,5613207,Пластина фрезерная ZNHU 140-08    TT9080,TaeguTec,90,0,0,Пластина для фрез
,4107608,Фреза твёрдосплавная AES 3080ML     UF10,TaeguTec,2,0,0,Фреза монолитная
,6113032,Фреза твёрдосплавная HES 4100XLT(45X100)TT5525,TaeguTec,0,3,0,Фреза монолитная
,6113040,Фреза твёрдосплавная HES 4180XLT        TT5525,TaeguTec,0,1,0,Фреза монолитная
